Airport Code,Airport Name,City,Country,Latitude,Longitude
AAE,Rabah Bitat Airport,Annaba,Algeria,36.822201,7.809174
AAL,Aalborg Airport,Aalborg,Denmark,57.09275891,9.849243164
AAN,Al Ain International Airport,Al Ain,United Arab Emirates,24.26169968,55.60919952
AAQ,Anapa Vityazevo Airport,Anapa,Russia,45.0021019,37.34730148
AAR,Aarhus Airport,Aarhus,Denmark,56.29999924,10.61900043
AAT,Altay Air Base,Altay,China,47.74988556,88.0858078
AAX,Romeu Zema Airport,Araxa,Brazil,-19.5632,-46.96039963
AAY,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,16.19169998,52.17499924
ABA,Abakan Airport,Abakan,Russia,53.74000168,91.38500214
ABB,Asaba International Airport,Asaba,Nigeria,6.204167,6.665278
ABD,Abadan Airport,Abadan,Iran,30.37109947,48.22829819
ABE,Lehigh Valley International Airport,Allentown,United States,40.65209961,-75.44080353
ABI,Abilene Regional Airport,Abilene,United States,32.41130066,-99.68190002
ABJ,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035
ABL,Ambler Airport,Ambler,United States,67.1063,-157.856989
ABM,Northern Peninsula Airport,Amberley,Australia,-10.9508,142.459
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001
ABR,Aberdeen Regional Airport,Aberdeen,United States,45.44910049,-98.42179871
ABS,Abu Simbel Airport,Abu Simbel,Egypt,22.37599945,31.61170006
ABT,Al Baha Airport,El-baha,Saudi Arabia,20.29610062,41.63430023
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161,7.263169765
ABX,Albury Airport,Albury,Australia,-36.06779861,146.9579926
ABY,Southwest Georgia Regional Airport,Albany,United States,31.53549957,-84.19450378
ABZ,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.20190048,-2.197779894
ACA,General Juan N Alvarez International Airport,Acapulco,Mexico,16.75709915,-99.7539978
ACC,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786
ACE,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
ACH,St Gallen Altenrhein Airport,Altenrhein,Switzerland,47.48500061,9.560770035
ACI,Alderney Airport,Alderney,Guernsey,49.706104,-2.21472
ACK,Nantucket Memorial Airport,Nantucket,United States,41.25310135,-70.06020355
ACR,Araracuara Airport,Araracuara,Colombia,-0.5833,-72.4083
ACT,Waco Regional Airport,Waco,United States,31.61129951,-97.23049927
ACV,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,40.978101,-124.109
ACX,Xingyi Airport,Xingyi,China,25.08638889,104.9594444
ACY,Atlantic City International Airport,Atlantic City,United States,39.45759964,-74.57720184
ACZ,Zabol Airport,Zabol,Iran,31.09830093,61.54389954
ADA,Adana Airport,Adana,Turkey,36.98220062,35.28039932
ADB,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959
ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115
ADE,Aden International Airport,Aden,Yemen,12.8295002,45.02880096
ADF,Adıyaman Airport,Adiyaman,Turkey,37.73139954,38.46889877
ADK,Adak Airport,Adak Island,United States,51.87799835,-176.6459961
ADL,Adelaide International Airport,Adelaide,Australia,-34.945,138.531006
ADQ,Kodiak Airport,Kodiak,United States,57.75,-152.4940033
ADU,Ardabil Airport,Ardabil,Iran,38.32569885,48.42440033
ADZ,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,12.5836,-81.7112
AEB,Baise Youjiang Airport,Baise,China,23.72060013,106.9599991
AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,-34.5592,-58.4156
AER,Sochi International Airport,Sochi,Russia,43.449902,39.9566
AES,Ålesund Airport,Alesund,Norway,62.5625,6.119699955
AET,Allakaket Airport,Allakaket,United States,66.55180359,-152.621994
AEX,Alexandria International Airport,Alexandria,United States,31.32740021,-92.54979706
AEY,Akureyri Airport,Akureyri,Iceland,65.66000366,-18.0727005
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-34.588299,-68.4039
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-9.866389275,-56.10499954
AFZ,Sabzevar National Airport,Sabzevar,Iran,36.16809845,57.59519958
AGA,Al Massira Airport,Agadir,Morocco,30.32500076,-9.413069725
AGB,Augsburg Airport,Augsburg,Germany,48.425278,10.931667
AGF,Agen-La Garenne Airport,Agen,France,44.17470169,0.590556026
AGH,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,56.29610062,12.84710026
AGN,Angoon Seaplane Base,Angoon,United States,57.503601,-134.585007
AGP,Málaga Airport,Malaga,Spain,36.67490005,-4.499110222
AGR,Agra Airport,Agra,India,27.15579987,77.96089935
AGS,Augusta Regional At Bush Field,Bush Field,United States,33.36989975,-81.96450043
AGT,Guarani International Airport,Ciudad del Este,Paraguay,-25.454516,-54.842682
AGU,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,21.705601,-102.318001
AGX,Agatti Airport,Agatti Island,India,10.82369995,72.1760025
AHB,Abha Regional Airport,Abha,Saudi Arabia,18.24040031,42.65660095
AHE,Ahe Airport,Ahe,French Polynesia,-14.42809963,-146.2570038
AHN,Athens Ben Epps Airport,Athens,United States,33.94860077,-83.32630157
AHO,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077
AHU,Cherif Al Idrissi Airport,Al Hociema,Morocco,35.17710114,-3.839519978
AIA,Alliance Municipal Airport,Alliance,United States,42.05319977,-102.8040009
AIN,Wainwright Airport,Wainwright,United States,70.63800049,-159.9949951
AIT,Aitutaki Airport,Aitutaki,Cook Islands,-18.83090019,-159.7640076
AIU,Enua Airport,Atiu Island,Cook Islands,-19.96780014,-158.1190033
AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,41.92359924,8.802920341
AJF,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,29.78510094,40.09999847
AJI,Ağrı Airport,Agri,Turkey,39.65454102,43.02597809
AJL,Lengpui Airport,Aizwal,India,23.84059906,92.61969757
AJR,Arvidsjaur Airport,Arvidsjaur,Sweden,65.59030151,19.28190041
AJU,Santa Maria Airport,Aracaju,Brazil,-10.98400021,-37.07030106
AKB,Atka Airport,Atka,United States,52.22029877,-174.2059937
AKF,Kufra Airport,Kufra,Libya,24.17869949,23.31399918
AKJ,Asahikawa Airport,Asahikawa,Japan,43.67079926,142.4470062
AKK,Akhiok Airport,Akhiok,United States,56.93870163,-154.1829987
AKL,Auckland International Airport,Auckland,New Zealand,-37.0080986,174.7920074
AKN,King Salmon Airport,King Salmon,United States,58.67679977,-156.6490021
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,68.13359833,-151.7429962
AKU,Aksu Airport,Aksu,China,41.262501,80.291702
AKV,Akulivik Airport,Akulivik,Canada,60.8185997,-78.14859772
AKX,Aktobe Airport,Aktyubinsk,Kazakhstan,50.2458,57.206699
AKY,Sittwe Airport,Sittwe,Burma,20.13269997,92.87259674
ALA,Almaty Airport,Alma-ata,Kazakhstan,43.35210037,77.04049683
ALB,Albany International Airport,Albany,United States,42.74829865,-73.80169678
ALC,Alicante International Airport,Alicante,Spain,38.28219986,-0.558156013
ALF,Alta Airport,Alta,Norway,69.97609711,23.37170029
ALG,Houari Boumediene Airport,Algier,Algeria,36.69100189,3.215409994
ALH,Albany Airport,Albany,Australia,-34.94329834,117.8089981
ALO,Waterloo Regional Airport,Waterloo,United States,42.55709839,-92.40029907
ALS,San Luis Valley Regional Bergman Field,Alamosa,United States,37.434898,-105.866997
ALW,Walla Walla Regional Airport,Walla Walla,United States,46.09489822,-118.288002
AMA,Rick Husband Amarillo International Airport,Amarillo,United States,35.219398,-101.706001
AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.07719994,72.63469696
AMH,Arba Minch Airport,Arba Minch,Ethiopia,6.039390087,37.59049988
AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839
AMQ,"Pattimura Airport, Ambon",Ambon,Indonesia,-3.710259914,128.0890045
AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
ANC,Ted Stevens Anchorage International Airport,Anchorage,United States,61.17440033,-149.9960022
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,-23.444501,-70.445099
ANG,Angoulême-Brie-Champniers Airport,Angouleme,France,45.72919846,0.221456006
ANI,Aniak Airport,Aniak,United States,61.58160019,-159.5429993
ANM,Antsirabato Airport,Antalaha,Madagascar,-14.99940014,50.32020187
ANR,Antwerp International Airport (Deurne),Antwerp,Belgium,51.18939972,4.460279942
ANS,Andahuaylas Airport,Andahuaylas,Peru,-13.70639992,-73.35040283
ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,17.1367,-61.792702
ANV,Anvik Airport,Anvik,United States,62.646702,-160.190994
ANX,Andøya Airport,Andoya,Norway,69.29250336,16.14419937
AOE,Anadolu Airport,Eskissehir,Turkey,39.809898,30.5194
AOG,Anshan Air Base,Anshan,China,41.105301,122.853996
AOI,Ancona Falconara Airport,Ancona,Italy,43.616299,13.3623
AOJ,Aomori Airport,Aomori,Japan,40.73469925,140.6909943
AOK,Karpathos Airport,Karpathos,Greece,35.42139816,27.14599991
AOO,Altoona Blair County Airport,Altoona,United States,40.29639816,-78.31999969
AOR,Sultan Abdul Halim Airport,Alor Setar,Malaysia,6.189670086,100.3980026
APF,Naples Municipal Airport,Naples,United States,26.15259933,-81.77529907
APL,Nampula Airport,Nampula,Mozambique,-15.10560036,39.28179932
APN,Alpena County Regional Airport,Alpena,United States,45.0780983,-83.56030273
APO,Antonio Roldan Betancourt Airport,Carepa,Colombia,7.81196,-76.7164
APW,Faleolo International Airport,Faleolo,Samoa,-13.82999992,-172.0079956
AQA,Araraquara Airport,Araracuara,Brazil,-21.81200027,-48.13299942
AQG,Anqing Tianzhushan Airport,Anqing,China,30.582199,117.050003
AQI,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,28.335199,46.125099
AQJ,Aqaba King Hussein International Airport,Aqaba,Jordan,29.61160088,35.01810074
AQP,Rodríguez Ballón International Airport,Arequipa,Peru,-16.34110069,-71.58309937
ARC,Arctic Village Airport,Arctic Village,United States,68.1147,-145.578995
ARH,Talagi Airport,Arkhangelsk,Russia,64.60030365,40.71670151
ARI,Chacalluta Airport,Arica,Chile,-18.348499,-70.338699
ARK,Arusha Airport,Arusha,Tanzania,-3.367789984,36.63330078
ARM,Armidale Airport,Armidale,Australia,-30.52809906,151.6170044
ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,59.65190125,17.91860008
ART,Watertown International Airport,Watertown,United States,43.9919014,-76.021698
ARU,Araçatuba Airport,Aracatuba,Brazil,-21.1413002,-50.42470169
ARW,Arad International Airport,Arad,Romania,46.17660141,21.26199913
ASB,Ashgabat International Airport,Ashkhabad,Turkmenistan,37.986801,58.361
ASE,Aspen-Pitkin Co/Sardy Field,Aspen,United States,39.22320175,-106.8690033
ASF,Astrakhan Airport,Astrakhan,Russia,46.28329849,48.00630188
ASJ,Amami Airport,Amami,Japan,28.43059921,129.7129974
ASM,Asmara International Airport,Asmara,Eritrea,15.29189968,38.91070175
ASO,Asosa Airport,Asosa,Ethiopia,10.01850033,34.5862999
ASP,Alice Springs Airport,Alice Springs,Australia,-23.80669975,133.9019928
ASR,Kayseri Erkilet Airport,Kayseri,Turkey,38.770401,35.49539948
ASU,Silvio Pettirossi International Airport,Asuncion,Paraguay,-25.23999977,-57.52000046
ASV,Amboseli Airport,Amboseli National Park,Kenya,-2.645050049,37.25310135
ASW,Aswan International Airport,Aswan,Egypt,23.96439934,32.81999969
ATA,Comandante FAP German Arias Graziani Airport,Anta,Peru,-9.347439766,-77.5983963
ATC,Arthur's Town Airport,Arthur's Town,Bahamas,24.6294,-75.673797
ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011002
ATH,Eleftherios Venizelos International Airport,Athens,Greece,37.93640137,23.94449997
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,70.46730042,-157.4360046
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
ATM,Altamira Airport,Altamira,Brazil,-3.253910065,-52.25400162
ATQ,Sri Guru Ram Dass Jee International Airport,Amritsar,India,31.70960045,74.79730225
ATW,Appleton International Airport,Appleton,United States,44.2580986,-88.51909637
ATY,Watertown Regional Airport,Watertown,United States,44.91400146,-97.15470123
ATZ,Assiut International Airport,Asyut,Egypt,27.04649925,31.01199913
AUA,Queen Beatrix International Airport,Oranjestad,Aruba,12.5014,-70.015198
AUC,Santiago Perez Airport,Arauca,Colombia,7.06888,-70.7369
AUG,Augusta State Airport,Augusta,United States,44.3205986,-69.79730225
AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016
AUK,Alakanuk Airport,Alakanuk,United States,62.68004227,-164.6599274
AUQ,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,-9.768790245,-139.0110016
AUR,Aurillac Airport,Aurillac,France,44.89139938,2.421940088
AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899
AUU,Aurukun Airport,Aurukun,Australia,-13.354067,141.72065
AUX,Araguaína Airport,Araguaina,Brazil,-7.22787,-48.240501
AUY,Aneityum Airport,Anelghowhat,Vanuatu,-20.24920082,169.7709961
AVA,Anshun Huangguoshu Airport,Anshun,China,26.26055556,105.8733333
AVL,Asheville Regional Airport,Asheville,United States,35.43619919,-82.54180145
AVN,Avignon-Caumont Airport,Avignon,France,43.90729904,4.901830196
AVP,Wilkes Barre Scranton International Airport,Scranton,United States,41.33850098,-75.7233963
AVV,Avalon Airport,Avalon,Australia,-38.039398,144.468994
AWD,Aniwa Airport,Aniwa,Vanuatu,-19.2346,169.6009
AWZ,Ahwaz Airport,Ahwaz,Iran,31.33740044,48.76200104
AXA,Clayton J Lloyd International Airport,The Valley,Anguilla,18.2048,-63.055099
AXD,Dimokritos Airport,Alexandroupolis,Greece,40.85589981,25.95630074
AXK,Ataq Airport,Ataq,Yemen,14.55130005,46.82619858
AXM,El Eden Airport,Armenia,Colombia,4.45278,-75.7664
AXP,Spring Point Airport,Spring Point,Bahamas,22.44179916,-73.97090149
AXR,Arutua Airport,Arutua,French Polynesia,-15.2482996,-146.6170044
AXT,Akita Airport,Akita,Japan,39.61560059,140.2189941
AXU,Axum Airport,Axum,Ethiopia,14.14680004,38.77280045
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,-13.15480042,-74.20439911
AYQ,Ayers Rock Connellan Airport,Uluru,Australia,-25.1861,130.975998
AYT,Antalya International Airport,Antalya,Turkey,36.898701,30.800501
AZA,Phoenix-Mesa-Gateway Airport,Mesa,United States,33.30780029,-111.6549988
AZD,Shahid Sadooghi Airport,Yazd,Iran,31.9048996,54.2765007
AZI,Bateen Airport,Abu Dhabi,United Arab Emirates,24.42830086,54.45809937
AZN,Andizhan Airport,Andizhan,Uzbekistan,40.72769928,72.29399872
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.23490143,-85.55210114
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,27.83760071,-0.186414003
AZS,Samaná El Catey International Airport,Samana,Dominican Republic,19.2670002,-69.74199677
BAH,Bahrain International Airport,Bahrain,Bahrain,26.27079964,50.63359833
BAL,Batman Airport,Batman,Turkey,37.92900085,41.11660004
BAQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,10.8896,-74.7808
BAV,Baotou Airport,Baotou,China,40.56000137,109.9970016
BAX,Barnaul Airport,Barnaul,Russia,53.36380005,83.53849792
BAY,Tautii Magheraus Airport,Baia Mare,Romania,47.65840149,23.46999931
BAZ,Barcelos Airport,Barcelos,Brazil,-0.981292,-62.919601
BBA,Balmaceda Airport,Balmaceda,Chile,-45.91609955,-71.6894989
BBI,Biju Patnaik Airport,Bhubaneswar,India,20.24440002,85.81780243
BBK,Kasane Airport,Kasane,Botswana,-17.83289909,25.16239929
BBN,Bario Airport,Bario,Malaysia,3.733890057,115.4789963
BBO,Berbera Airport,Berbera,Somalia,10.38920021,44.94110107
BCD,Bacolod-Silay Airport,Bacolod,Philippines,10.7764,123.014999
BCI,Barcaldine Airport,Barcaldine,Australia,-23.56529999,145.3070068
BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
BDA,L.F. Wade International International Airport,Bermuda,Bermuda,32.36399841,-64.67870331
BDB,Bundaberg Airport,Bundaberg,Australia,-24.90390015,152.3190002
BDH,Bandar Lengeh Airport,Bandar Lengeh,Iran,26.53199959,54.82479858
BDJ,Syamsudin Noor Airport,Banjarmasin,Indonesia,-3.442359924,114.7630005
BDL,Bradley International Airport,Windsor Locks,United States,41.93889999,-72.68319702
BDO,Husein Sastranegara International Airport,Bandung,Indonesia,-6.900629997,107.5759964
BDP,Bhadrapur Airport,Chandragarhi,Nepal,26.57080078,88.07959747
BDQ,Vadodara Airport,Baroda,India,22.336201,73.226303
BDS,Brindisi – Salento Airport,Brindisi,Italy,40.6576,17.947001
BDU,Bardufoss Airport,Bardufoss,Norway,69.05580139,18.54039955
BEB,Benbecula Airport,Benbecula,United Kingdom,57.48109818,-7.362780094
BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992
BEJ,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,2.1555,117.431999
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-1.37925005,-48.47629929
BEN,Benina International Airport,Benghazi,Libya,32.09680176,20.26950073
BES,Brest Bretagne Airport,Brest,France,48.44789886,-4.418540001
BET,Bethel Airport,Bethel,United States,60.77980042,-161.8379974
BEU,Bedourie Airport,Bedourie,Australia,-24.34609985,139.4600067
BEW,Beira Airport,Beira,Mozambique,-19.79640007,34.9076004
BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.82089996,35.48839951
BFD,Bradford Regional Airport,Bradford,United States,41.80310059,-78.64009857
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,41.87400055,-103.5960007
BFI,Boeing Field King County International Airport,Seattle,United States,47.52999878,-122.302002
BFJ,Bijie Feixiong Airport,Bijie,China,27.267066,105.472097
BFL,Meadows Field,Bakersfield,United States,35.43360138,-119.0569992
BFN,Bram Fischer International Airport,Bloemfontein,South Africa,-29.09269905,26.30240059
BFS,Belfast International Airport,Belfast,United Kingdom,54.65750122,-6.215829849
BFV,Buri Ram Airport,Buri Ram,Thailand,15.22949982,103.2529984
BGA,Palonegro Airport,Bucaramanga,Colombia,7.1265,-73.1848
BGF,Bangui M'Poko International Airport,Bangui,Central African Republic,4.398479939,18.51880074
BGG,Bingöl Çeltiksuyu Airport,Bingol,Turkey,38.85926056,40.59596252
BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,13.07460022,-59.49250031
BGM,Greater Binghamton/Edwin A Link field,Binghamton,United States,42.20869827,-75.97979736
BGO,Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
BGR,Bangor International Airport,Bangor,United States,44.80739975,-68.82810211
BGW,Baghdad International Airport,Baghdad,Iraq,33.26250076,44.23460007
BGY,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,United States,44.45000076,-68.3615036
BHD,George Best Belfast City Airport,Belfast,United Kingdom,54.61809921,-5.872499943
BHE,Woodbourne Airport,Woodbourne,New Zealand,-41.5182991,173.8699951
BHH,Bisha Airport,Bisha,Saudi Arabia,19.9843998,42.6208992
BHI,Comandante Espora Airport,Bahia Blanca,Argentina,-38.725,-62.1693
BHJ,Bhuj Airport,Bhuj,India,23.28779984,69.67019653
BHK,Bukhara Airport,Bukhara,Uzbekistan,39.77500153,64.48329926
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189
BHO,Raja Bhoj International Airport,Bhopal,India,23.28750038,77.33740234
BHQ,Broken Hill Airport,Broken Hill,Australia,-32.00139999,141.4720001
BHR,Bharatpur Airport,Bharatpur,Nepal,27.678101,84.429398
BHS,Bathurst Airport,Bathurst,Australia,-33.40940094,149.6519928
BHU,Bhavnagar Airport,Bhaunagar,India,21.75219917,72.18520355
BHV,Bahawalpur Airport,Bahawalpur,Pakistan,29.34810066,71.71800232
BHX,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947
BHY,Beihai Airport,Beihai,China,21.5394,109.293999
BIA,Bastia-Poretta Airport,Bastia,France,42.55270004,9.483730316
BIK,Frans Kaisiepo Airport,Biak,Indonesia,-1.190019965,136.1080017
BIL,Billings Logan International Airport,Billings,United States,45.80770111,-108.5429993
BIM,South Bimini Airport,Alice Town,Bahamas,25.69989967,-79.26470184
BIO,Bilbao Airport,Bilbao,Spain,43.30110168,-2.910609961
BIQ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,43.4683333,-1.5311111
BIR,Biratnagar Airport,Biratnagar,Nepal,26.48150063,87.26399994
BIS,Bismarck Municipal Airport,Bismarck,United States,46.77270126,-100.7460022
BJA,Soummam Airport,Bejaja,Algeria,36.7120018,5.069920063
BJB,Bojnord Airport,Bojnourd,Iran,37.49300003,57.30820084
BJF,Båtsfjord Airport,Batsfjord,Norway,70.60050201,29.69140053
BJI,Bemidji Regional Airport,Bemidji,United States,47.50939941,-94.93370056
BJL,Banjul International Airport,Banjul,Gambia,13.3380003,-16.6522007
BJM,Bujumbura International Airport,Bujumbura,Burundi,-3.324019909,29.31850052
BJR,Bahir Dar Airport,Bahar Dar,Ethiopia,11.60809994,37.32160187
BJV,Milas Bodrum International Airport,Bodrum,Turkey,37.25059891,27.66430092
BJX,Del Bajío International Airport,Del Bajio,Mexico,20.9935,-101.481003
BJZ,Badajoz Airport,Badajoz,Spain,38.8913002,-6.82133007
BKC,Buckland Airport,Buckland,United States,65.9815979,-161.1490021
BKG,Branson Airport,Branson,United States,36.532082,-93.200544
BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,5.937210083,116.0510025
BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016
BKM,Bakalalan Airport,Bakalalan,Malaysia,3.973999977,115.6179962
BKO,Modibo Keita International Airport,Bamako,Mali,12.5335,-7.94994
BKQ,Blackall Airport,Blackall,Australia,-24.42779922,145.4290009
BKS,Fatmawati Soekarno Airport,Bengkulu,Indonesia,-3.8637,102.338997
BKW,Raleigh County Memorial Airport,Beckley,United States,37.78730011,-81.12419891
BKY,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),-2.308979988,28.80879974
BKZ,Bukoba Airport,Bukoba,Tanzania,-1.332,31.8212
BLA,General José Antonio Anzoategui International Airport,Barcelona,Venezuela,10.111111,-64.692222
BLE,Borlange Airport,Borlange,Sweden,60.42200089,15.51519966
BLI,Bellingham International Airport,Bellingham,United States,48.7928009,-122.538002
BLJ,Batna Airport,Batna,Algeria,35.7521019,6.308589935
BLK,Blackpool International Airport,Blackpool,United Kingdom,53.77170181,-3.028609991
BLL,Billund Airport,Billund,Denmark,55.74029922,9.151780128
BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
BLR,Kempegowda International Airport,Bangalore,India,13.1979,77.706299
BLV,Scott AFB/Midamerica Airport,Belleville,United States,38.5452,-89.835197
BLZ,Chileka International Airport,Blantyre,Malawi,-15.67910004,34.97399902
BMA,Stockholm-Bromma Airport,Stockholm,Sweden,59.35440063,17.94169998
BME,Broome International Airport,Broome,Australia,-17.94470024,122.2320023
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,40.47710037,-88.91590118
BMU,Muhammad Salahuddin Airport,Bima,Indonesia,-8.539649963,118.6869965
BMV,Buon Ma Thuot Airport,Buonmethuot,Vietnam,12.66829968,108.1200027
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,21.375,0.923888981
BMY,Île Art - Waala Airport,Waala,New Caledonia,-19.72060013,163.6609955
BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977
BNB,Boende Airport,Boende,Congo (Kinshasa),-0.216999993,20.85000038
BNC,Beni Airport,Beni,Congo (Kinshasa),0.575,29.4739
BND,Bandar Abbas International Airport,Bandar Abbas,Iran,27.21829987,56.37779999
BNE,Brisbane International Airport,Brisbane,Australia,-27.38419914,153.1170044
BNI,Benin Airport,Benin,Nigeria,6.316979885,5.599500179
BNK,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,-28.83390045,153.5619965
BNN,Brønnøysund Airport,Bronnoysund,Norway,65.46109772,12.21749973
BNS,Barinas Airport,Barinas,Venezuela,8.615,-70.21416667
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,44.94139862,17.29750061
BOB,Bora Bora Airport,Bora Bora,French Polynesia,-16.44440079,-151.7510071
BOC,Bocas Del Toro International Airport,Bocas Del Toro,Panama,9.340849876,-82.25080109
BOD,Bordeaux-Mérignac Airport,Bordeaux,France,44.82830048,-0.715556026
BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469
BOH,Bournemouth Airport,Bournemouth,United Kingdom,50.77999878,-1.842499971
BOI,Boise Air Terminal/Gowen Field,Boise,United States,43.5644,-116.223
BOJ,Burgas Airport,Bourgas,Bulgaria,42.56959915,27.51519966
BOM,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703
BON,Flamingo International Airport,Kralendijk,Netherlands Antilles,12.13099957,-68.26850128
BOO,Bodø Airport,Bodo,Norway,67.26920319,14.36530018
BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325
BOY,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,11.16009998,-4.33096981
BPL,Alashankou Bole (Bortala) airport,Bole,China,44.895,82.3
BPN,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,-1.268270016,116.8939972
BPS,Porto Seguro Airport,Porto Seguro,Brazil,-16.438601,-39.080898
BPT,Southeast Texas Regional Airport,Beaumont,United States,29.95079994,-94.02069855
BPX,Qamdo Bangda Airport,Bangda,China,30.55360031,97.10829926
BQB,Busselton Regional Airport,Brusselton,Australia,-33.68842316,115.4015961
BQK,Brunswick Golden Isles Airport,Brunswick,United States,31.25880051,-81.46649933
BQL,Boulia Airport,Boulia,Australia,-22.91329956,139.8999939
BQN,Rafael Hernandez Airport,Aguadilla,Puerto Rico,18.49489975,-67.12940216
BQS,Ignatyevo Airport,Blagoveschensk,Russia,50.42539978,127.4120026
BRA,Barreiras Airport,Barreiras,Brazil,-12.07890034,-45.00899887
BRC,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-41.151199,-71.157501
BRD,Brainerd Lakes Regional Airport,Brainerd,United States,46.39830017,-94.13809967
BRE,Bremen Airport,Bremen,Germany,53.04750061,8.786669731
BRI,Bari Karol Wojtyła Airport,Bari,Italy,41.138901,16.760599
BRL,Southeast Iowa Regional Airport,Burlington,United States,40.78319931,-91.12550354
BRM,Barquisimeto International Airport,Barquisimeto,Venezuela,10.04274654,-69.35861969
BRN,Bern Belp Airport,Bern,Switzerland,46.91410065,7.497149944
BRO,Brownsville South Padre Island International Airport,Brownsville,United States,25.90679932,-97.42590332
BRQ,Brno-Tuřany Airport,Brno,Czech Republic,49.15129852,16.69440079
BRR,Barra Airport,Barra,United Kingdom,57.0228,-7.44306
BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
BRW,Wiley Post Will Rogers Memorial Airport,Barrow,United States,71.285402,-156.766008
